Participant,Hand,Expected Gesture,Predicted Gesture,Confidence,File,Correct
Mostafa,Right,Goodbye,Goodbye,0.9999464750289917,Mostafa-Goodbye_Right_2025-04-04_13-04-04.csv,True
Mostafa,Right,Goodbye,Goodbye,0.9999382495880127,Mostafa-Goodbye_Right_2025-04-04_13-04-05.csv,True
Mostafa,Right,Goodbye,Goodbye,0.9999403953552246,Mostafa-Goodbye_Right_2025-04-04_13-04-06.csv,True
Mostafa,Left,Hello,Hello,0.9999179840087891,Mostafa-Hello-Left_Left_2025-04-04_12-55-56.csv,True
Mostafa,Left,Hello,Hello,0.9999139308929443,Mostafa-Hello-Left_Left_2025-04-04_12-55-57.csv,True
Mostafa,Right,Hello,Hello,0.9519284963607788,Mostafa-Hello-Right_Right_2025-04-04_12-55-19.csv,True
Mostafa,Right,Hello,Hello,0.9426588416099548,Mostafa-Hello-Right_Right_2025-04-04_12-55-20.csv,True
Mostafa,Right,Hello,Hello,0.9441596269607544,Mostafa-Hello-Right_Right_2025-04-04_12-55-21.csv,True
Mostafa,Left,How-Are-You,How-Are-You,0.9999982118606567,Mostafa-How-Are-You_Left_2025-04-04_13-02-53.csv,True
Mostafa,Left,How-Are-You,How-Are-You,0.999997615814209,Mostafa-How-Are-You_Left_2025-04-04_13-02-54.csv,True
Mostafa,Left,How-Are-You,How-Are-You,0.9999964237213135,Mostafa-How-Are-You_Left_2025-04-04_13-02-55.csv,True
Mostafa,Right,How-Are-You,How-Are-You,0.9996646642684937,Mostafa-How-Are-You_Right_2025-04-04_13-02-45.csv,True
Mostafa,Right,How-Are-You,How-Are-You,0.9994545578956604,Mostafa-How-Are-You_Right_2025-04-04_13-02-46.csv,True
Mostafa,Right,How-Are-You,How-Are-You,0.9989227652549744,Mostafa-How-Are-You_Right_2025-04-04_13-02-47.csv,True
Mostafa,Left,No,Stop-Talking,0.9994770884513855,Mostafa-No_Left_2025-04-04_13-02-10.csv,False
Mostafa,Left,No,Stop-Talking,0.9996210336685181,Mostafa-No_Left_2025-04-04_13-02-11.csv,False
Mostafa,Left,No,Stop-Talking,0.9995995163917542,Mostafa-No_Left_2025-04-04_13-02-12.csv,False
Mostafa,Right,No,Stop-Talking,0.956672728061676,Mostafa-No_Right_2025-04-04_13-01-44.csv,False
Mostafa,Right,No,Stop-Talking,0.9475827217102051,Mostafa-No_Right_2025-04-04_13-01-45.csv,False
Mostafa,Right,No,Stop-Talking,0.964687168598175,Mostafa-No_Right_2025-04-04_13-01-46.csv,False
Mostafa,Left,Repeat-That,Repeat-That,0.9999747276306152,Mostafa-Repeat-That_Left_2025-04-04_13-06-43.csv,True
Mostafa,Left,Repeat-That,Repeat-That,0.9999858140945435,Mostafa-Repeat-That_Left_2025-04-04_13-06-44.csv,True
Mostafa,Left,Repeat-That,Repeat-That,0.9999897480010986,Mostafa-Repeat-That_Left_2025-04-04_13-06-45.csv,True
Mostafa,Left,Repeat-That,Repeat-That,0.9999876022338867,Mostafa-Repeat-That_Left_2025-04-04_13-06-46.csv,True
Mostafa,Right,Repeat-That,Repeat-That,0.8138377070426941,Mostafa-Repeat-That_Right_2025-04-04_13-06-37.csv,True
Mostafa,Right,Repeat-That,Repeat-That,0.9119158387184143,Mostafa-Repeat-That_Right_2025-04-04_13-06-38.csv,True
Mostafa,Right,Repeat-That,Repeat-That,0.9226402044296265,Mostafa-Repeat-That_Right_2025-04-04_13-06-39.csv,True
Mostafa,Right,Repeat-That,Repeat-That,0.9130692481994629,Mostafa-Repeat-That_Right_2025-04-04_13-06-40.csv,True
Mostafa,Left,Start-Talking,Start-Talking,0.9974232912063599,Mostafa-Start-Talking_Left_2025-04-04_12-57-52.csv,True
Mostafa,Left,Start-Talking,Start-Talking,0.998727023601532,Mostafa-Start-Talking_Left_2025-04-04_12-57-54.csv,True
Mostafa,Left,Start-Talking,Start-Talking,0.9982150793075562,Mostafa-Start-Talking_Left_2025-04-04_12-57-55.csv,True
Mostafa,Left,Start-Talking,Start-Talking,0.9976592063903809,Mostafa-Start-Talking_Left_2025-04-04_12-57-56.csv,True
Mostafa,Right,Start-Talking,Start-Talking,0.9999998807907104,Mostafa-Start-Talking_Right_2025-04-04_12-57-32.csv,True
Mostafa,Right,Start-Talking,Start-Talking,1.0,Mostafa-Start-Talking_Right_2025-04-04_12-57-34.csv,True
Mostafa,Right,Start-Talking,Start-Talking,1.0,Mostafa-Start-Talking_Right_2025-04-04_12-57-35.csv,True
Mostafa,Left,Stop-Talking,Stop-Talking,0.9999761581420898,Mostafa-Stop-Talking_Left_2025-04-04_12-59-59.csv,True
Mostafa,Left,Stop-Talking,Stop-Talking,0.9999631643295288,Mostafa-Stop-Talking_Left_2025-04-04_13-00-00.csv,True
Mostafa,Left,Stop-Talking,Stop-Talking,0.9999697208404541,Mostafa-Stop-Talking_Left_2025-04-04_13-00-01.csv,True
Mostafa,Right,Stop-Talking,Stop-Talking,0.9989608526229858,Mostafa-Stop-Talking_Right_2025-04-04_12-59-52.csv,True
Mostafa,Right,Stop-Talking,Stop-Talking,0.9985443353652954,Mostafa-Stop-Talking_Right_2025-04-04_12-59-53.csv,True
Mostafa,Right,Stop-Talking,Stop-Talking,0.9986131191253662,Mostafa-Stop-Talking_Right_2025-04-04_12-59-54.csv,True
Mostafa,Left,Tell-Me-More,Tell-Me-More,0.833932101726532,Mostafa-Tell-Me-More_Left_2025-04-04_13-05-53.csv,True
Mostafa,Left,Tell-Me-More,Tell-Me-More,0.8353422284126282,Mostafa-Tell-Me-More_Left_2025-04-04_13-05-54.csv,True
Mostafa,Left,Tell-Me-More,Tell-Me-More,0.840391993522644,Mostafa-Tell-Me-More_Left_2025-04-04_13-05-55.csv,True
Mostafa,Left,Tell-Me-More,Tell-Me-More,0.8388975262641907,Mostafa-Tell-Me-More_Left_2025-04-04_13-05-56.csv,True
Mostafa,Right,Tell-Me-More,Tell-Me-More,0.7815043926239014,Mostafa-Tell-Me-More_Right_2025-04-04_13-05-42.csv,True
Mostafa,Right,Tell-Me-More,Tell-Me-More,0.7929712533950806,Mostafa-Tell-Me-More_Right_2025-04-04_13-05-43.csv,True
Mostafa,Right,Tell-Me-More,Tell-Me-More,0.8136559128761292,Mostafa-Tell-Me-More_Right_2025-04-04_13-05-44.csv,True
Mostafa,Right,Tell-Me-More,Tell-Me-More,0.8227213025093079,Mostafa-Tell-Me-More_Right_2025-04-04_13-05-45.csv,True
Mostafa,Left,Thank-You,Thank-You,0.7560240030288696,Mostafa-Thank-You_Left_2025-04-04_13-03-36.csv,True
Mostafa,Left,Thank-You,Thank-You,0.9020821452140808,Mostafa-Thank-You_Left_2025-04-04_13-03-37.csv,True
Mostafa,Left,Thank-You,Unknown Gesture,0.6978524327278137,Mostafa-Thank-You_Left_2025-04-04_13-03-38.csv,False
Mostafa,Right,Thank-You,Thank-You,0.9999723434448242,Mostafa-Thank-You_Right_2025-04-04_13-03-29.csv,True
Mostafa,Right,Thank-You,Thank-You,0.9999879598617554,Mostafa-Thank-You_Right_2025-04-04_13-03-30.csv,True
Mostafa,Right,Thank-You,Thank-You,0.9999954700469971,Mostafa-Thank-You_Right_2025-04-04_13-03-31.csv,True
Mostafa,Right,Thank-You,Thank-You,0.9999954700469971,Mostafa-Thank-You_Right_2025-04-04_13-03-32.csv,True
Mostafa,Left,Yes,Yes,0.9981198906898499,Mostafa-Yes_Left_2025-04-04_13-00-54.csv,True
Mostafa,Left,Yes,Yes,0.9982359409332275,Mostafa-Yes_Left_2025-04-04_13-00-55.csv,True
Mostafa,Left,Yes,Yes,0.9987795948982239,Mostafa-Yes_Left_2025-04-04_13-00-56.csv,True
Mostafa,Right,Yes,Start-Talking,0.9999932050704956,Mostafa-Yes_Right_2025-04-04_13-00-47.csv,False
Mostafa,Right,Yes,Start-Talking,0.9999966621398926,Mostafa-Yes_Right_2025-04-04_13-00-48.csv,False
Mostafa,Right,Yes,Start-Talking,0.9999961853027344,Mostafa-Yes_Right_2025-04-04_13-00-49.csv,False
Mykola,Left,Goodbye,Unknown Gesture,0.575262725353241,Mykola-Goodbye_Left_2025-04-04_13-58-22.csv,False
Mykola,Left,Goodbye,Goodbye,0.9082399606704712,Mykola-Goodbye_Left_2025-04-04_13-58-23.csv,True
Mykola,Left,Goodbye,Unknown Gesture,0.6158035397529602,Mykola-Goodbye_Left_2025-04-04_13-58-24.csv,False
Mykola,Left,Goodbye,Unknown Gesture,0.6659024357795715,Mykola-Goodbye_Left_2025-04-04_13-58-25.csv,False
Mykola,Left,Goodbye,Unknown Gesture,0.5684575438499451,Mykola-Goodbye_Left_2025-04-04_13-58-26.csv,False
Mykola,Left,Goodbye,Unknown Gesture,0.5816788077354431,Mykola-Goodbye_Left_2025-04-04_13-58-27.csv,False
Mykola,Left,Goodbye,Unknown Gesture,0.5811263918876648,Mykola-Goodbye_Left_2025-04-04_13-58-28.csv,False
Mykola,Right,Goodbye,Repeat-That,0.9522262811660767,Mykola-Goodbye_Right_2025-04-04_13-58-09.csv,False
Mykola,Right,Goodbye,Goodbye,0.9985514283180237,Mykola-Goodbye_Right_2025-04-04_13-58-10.csv,True
Mykola,Right,Goodbye,Goodbye,0.9952379465103149,Mykola-Goodbye_Right_2025-04-04_13-58-11.csv,True
Mykola,Right,Goodbye,Goodbye,0.9994034767150879,Mykola-Goodbye_Right_2025-04-04_13-58-12.csv,True
Mykola,Right,Goodbye,Goodbye,0.9998668432235718,Mykola-Goodbye_Right_2025-04-04_13-58-13.csv,True
Mykola,Right,Goodbye,Goodbye,0.9997965693473816,Mykola-Goodbye_Right_2025-04-04_13-58-14.csv,True
Mykola,Right,Goodbye,Goodbye,0.999925971031189,Mykola-Goodbye_Right_2025-04-04_13-58-15.csv,True
Mykola,Right,Goodbye,Goodbye,0.9999425411224365,Mykola-Goodbye_Right_2025-04-04_13-58-16.csv,True
Mykola,Left,Hello,Hello,0.9998766183853149,Mykola-Hello_Left_2025-04-04_13-52-39.csv,True
Mykola,Left,Hello,Hello,0.9999778270721436,Mykola-Hello_Left_2025-04-04_13-52-40.csv,True
Mykola,Left,Hello,Hello,0.9998657703399658,Mykola-Hello_Left_2025-04-04_13-52-41.csv,True
Mykola,Left,Hello,Hello,0.9991951584815979,Mykola-Hello_Left_2025-04-04_13-52-42.csv,True
Mykola,Left,Hello,Hello,0.9995409250259399,Mykola-Hello_Left_2025-04-04_13-52-43.csv,True
Mykola,Left,Hello,Start-Talking,0.9998078942298889,Mykola-Hello_Left_2025-04-04_13-52-46.csv,False
Mykola,Right,Hello,Goodbye,0.9922952651977539,Mykola-Hello_Right_2025-04-04_13-52-22.csv,False
Mykola,Right,Hello,Goodbye,0.9937371015548706,Mykola-Hello_Right_2025-04-04_13-52-23.csv,False
Mykola,Right,Hello,Goodbye,0.9945282340049744,Mykola-Hello_Right_2025-04-04_13-52-24.csv,False
Mykola,Right,Hello,Goodbye,0.9943906664848328,Mykola-Hello_Right_2025-04-04_13-52-25.csv,False
Mykola,Right,Hello,Goodbye,0.9659111499786377,Mykola-Hello_Right_2025-04-04_13-52-26.csv,False
Mykola,Right,Hello,Goodbye,0.9187548160552979,Mykola-Hello_Right_2025-04-04_13-52-29.csv,False
Mykola,Right,Hello,Unknown Gesture,0.5536547899246216,Mykola-Hello_Right_2025-04-04_13-52-30.csv,False
Mykola,Right,Hello,Yes,0.9361103177070618,Mykola-Hello_Right_2025-04-04_13-52-31.csv,False
Mykola,Left,How-Are-You,How-Are-You,0.999958872795105,Mykola-How-Are-You_Left_2025-04-04_13-56-51.csv,True
Mykola,Left,How-Are-You,How-Are-You,0.9999994039535522,Mykola-How-Are-You_Left_2025-04-04_13-56-52.csv,True
Mykola,Left,How-Are-You,How-Are-You,0.9999645948410034,Mykola-How-Are-You_Left_2025-04-04_13-56-53.csv,True
Mykola,Left,How-Are-You,How-Are-You,0.9999994039535522,Mykola-How-Are-You_Left_2025-04-04_13-56-54.csv,True
Mykola,Left,How-Are-You,How-Are-You,0.9999994039535522,Mykola-How-Are-You_Left_2025-04-04_13-56-55.csv,True
Mykola,Left,How-Are-You,How-Are-You,0.9999805688858032,Mykola-How-Are-You_Left_2025-04-04_13-56-56.csv,True
Mykola,Left,How-Are-You,How-Are-You,0.7242933511734009,Mykola-How-Are-You_Left_2025-04-04_13-56-57.csv,True
Mykola,Left,How-Are-You,How-Are-You,0.9999545812606812,Mykola-How-Are-You_Left_2025-04-04_13-56-58.csv,True
Mykola,Right,How-Are-You,How-Are-You,0.9999531507492065,Mykola-How-Are-You_Right_2025-04-04_13-56-42.csv,True
Mykola,Right,How-Are-You,How-Are-You,0.9999628067016602,Mykola-How-Are-You_Right_2025-04-04_13-56-43.csv,True
Mykola,Right,How-Are-You,How-Are-You,0.9999465942382812,Mykola-How-Are-You_Right_2025-04-04_13-56-44.csv,True
Mykola,Right,How-Are-You,How-Are-You,0.9999498128890991,Mykola-How-Are-You_Right_2025-04-04_13-56-45.csv,True
Mykola,Right,How-Are-You,How-Are-You,0.9999650716781616,Mykola-How-Are-You_Right_2025-04-04_13-56-46.csv,True
Mykola,Right,How-Are-You,How-Are-You,0.999976634979248,Mykola-How-Are-You_Right_2025-04-04_13-56-47.csv,True
Mykola,Left,No,Thank-You,0.9958725571632385,Mykola-No_Left_2025-04-04_13-56-10.csv,False
Mykola,Left,No,Thank-You,0.9973633885383606,Mykola-No_Left_2025-04-04_13-56-11.csv,False
Mykola,Left,No,Thank-You,0.9989743232727051,Mykola-No_Left_2025-04-04_13-56-12.csv,False
Mykola,Left,No,No,0.8756207823753357,Mykola-No_Left_2025-04-04_13-56-13.csv,True
Mykola,Left,No,No,0.9999687671661377,Mykola-No_Left_2025-04-04_13-56-14.csv,True
Mykola,Left,No,Thank-You,0.9998589754104614,Mykola-No_Left_2025-04-04_13-56-15.csv,False
Mykola,Left,No,Thank-You,0.9999958276748657,Mykola-No_Left_2025-04-04_13-56-16.csv,False
Mykola,Left,No,Thank-You,0.9999878406524658,Mykola-No_Left_2025-04-04_13-56-17.csv,False
Mykola,Right,No,Stop-Talking,0.9407140612602234,Mykola-No_Right_2025-04-04_13-55-58.csv,False
Mykola,Right,No,Unknown Gesture,0.6668570041656494,Mykola-No_Right_2025-04-04_13-55-59.csv,False
Mykola,Right,No,Unknown Gesture,0.631648600101471,Mykola-No_Right_2025-04-04_13-56-00.csv,False
Mykola,Right,No,Unknown Gesture,0.4305729269981384,Mykola-No_Right_2025-04-04_13-56-01.csv,False
Mykola,Right,No,No,0.9999501705169678,Mykola-No_Right_2025-04-04_13-56-02.csv,True
Mykola,Right,No,Unknown Gesture,0.5651087760925293,Mykola-No_Right_2025-04-04_13-56-03.csv,False
Mykola,Right,No,Stop-Talking,0.9650623798370361,Mykola-No_Right_2025-04-04_13-56-04.csv,False
Mykola,Right,No,Start-Talking,0.8980134129524231,Mykola-No_Right_2025-04-04_13-56-05.csv,False
Mykola,Left,Repeat-That,Unknown Gesture,0.6730719804763794,Mykola-Repeat-That_Left_2025-04-04_14-00-04.csv,False
Mykola,Left,Repeat-That,Unknown Gesture,0.5225408673286438,Mykola-Repeat-That_Left_2025-04-04_14-00-05.csv,False
Mykola,Left,Repeat-That,Unknown Gesture,0.5918485522270203,Mykola-Repeat-That_Left_2025-04-04_14-00-06.csv,False
Mykola,Left,Repeat-That,Hello,0.871477484703064,Mykola-Repeat-That_Left_2025-04-04_14-00-07.csv,False
Mykola,Left,Repeat-That,Hello,0.9680324196815491,Mykola-Repeat-That_Left_2025-04-04_14-00-08.csv,False
Mykola,Left,Repeat-That,Hello,0.9378183484077454,Mykola-Repeat-That_Left_2025-04-04_14-00-09.csv,False
Mykola,Left,Repeat-That,Unknown Gesture,0.5178959965705872,Mykola-Repeat-That_Left_2025-04-04_14-00-10.csv,False
Mykola,Left,Repeat-That,Repeat-That,0.7501793503761292,Mykola-Repeat-That_Left_2025-04-04_14-00-15.csv,True
Mykola,Left,Repeat-That,Unknown Gesture,0.6949713230133057,Mykola-Repeat-That_Left_2025-04-04_14-00-16.csv,False
Mykola,Left,Repeat-That,Repeat-That,0.8642676472663879,Mykola-Repeat-That_Left_2025-04-04_14-00-17.csv,True
Mykola,Left,Repeat-That,Repeat-That,0.9873107671737671,Mykola-Repeat-That_Left_2025-04-04_14-00-18.csv,True
